Condition,Number,Price
NYOP,1,0.5
NYOP,1,0.99
NYOP,4,0.04
NYOP,1,0
NYOP,1,0.01
NYOP,1,1
NYOP,1,0.25
NYOP,1,0.46
NYOP,1,0.05
NYOP,1,0.05
NYOP,1,0.25
NYOP,1,0.25
NYOP,1,0.25
NYOP,1,0.5
NYOP,1,0.5
NYOP,1,0.38
NYOP,1,0.5
NYOP,1,0.93
NYOP,1,4.69
NYOP,1,0.5
NYOP,1,0.93
NYOP,1,0.93
NYOP,1,0.24
NYOP,1,0.25
NYOP,1,0.93
NYOP,1,0.93
NYOP,1,1.87
NYOP,1,1.87
NYOP,1,1.87
NYOP,1,0.09
NYOP,1,0.93
NYOP,1,0.93
NYOP,1,4.69
NYOP,1,0.25
NYOP,1,3
NYOP,1,0.93
NYOP,1,0.93
NYOP,2,1.86
NYOP,1,0.93
NYOP,2,1.86
NYOP,1,0.5
NYOP,1,0.5
NYOP,1,2
NYOP,4,12
NYOP,2,2
NYOP,1,0.93
NYOP,1,0.93
NYOP,1,0.25
NYOP,2,2
NYOP,2,4
NYOP,1,0.93
NYOP,2,5
NYOP,2,5
NYOP,1,1
NYOP,1,0.93
NYOP,1,0.93
NYOP,1,0.93
NYOP,1,0.23
NYOP,2,0.1
NYOP,1,0.93
NYOP,1,1.87
NYOP,1,0.93
NYOP,1,0.93
NYOP,3,9.39
NYOP,1,1
NYOP,1,0.93
NYOP,2,1
NYOP,1,0.5
NYOP,1,3
NYOP,1,2
NYOP,1,5
NYOP,1,0.1
NYOP,1,4.69
NYOP,1,0.93
NYOP,2,1.86
NYOP,1,0.93
NYOP,1,0.93
NYOP,1,4.69
NYOP,1,0.93
NYOP,2,1.86
NYOP,1,0.23
NYOP,1,0.93
NYOP,1,0.93
NYOP,1,0.01
NYOP,1,0.01
NYOP,6,9
NYOP,1,4.69
NYOP,3,0.03
NYOP,1,0.93
NYOP,2,1.86
NYOP,1,0.93
NYOP,3,2.79
NYOP,1,1.87
NYOP,1,0.05
NYOP,4,2
NYOP,1,0.18
NYOP,1,0.93
NYOP,1,0.93
NYOP,1,0.93
NYOP,1,0.93
NYOP,4,0.92
NYOP,1,0.01
NYOP,1,4.69
NYOP,1,0.93
NYOP,1,0.47
NYOP,2,0.46
NYOP,2,0.94
NYOP,2,0.94
NYOP,1,0.93
NYOP,1,4.69
NYOP,1,0.93
NYOP,1,2
NYOP,1,0.93
NYOP,1,1
NYOP,1,0.01
NYOP,1,0.03
NYOP,5,0.75
NYOP,1,1
NYOP,1,0.93
NYOP,1,1.87
NYOP,2,1
NYOP,2,10
NYOP,2,0.4
NYOP,1,0.23
NYOP,1,0.93
NYOP,1,4.69
NYOP,1,0.25
NYOP,1,1.87
NYOP,1,0.93
NYOP,1,1
NYOP,1,2
NYOP,1,0.02
NYOP,1,0.03
NYOP,2,2
NYOP,2,2
NYOP,2,1.86
NYOP,2,4.66
NYOP,1,2
NYOP,1,0.93
NYOP,1,0.93
NYOP,1,0.47
NYOP,2,2
NYOP,2,2
NYOP,2,2
NYOP,1,1
NYOP,1,0.92
NYOP,1,0.93
NYOP,3,0.93
NYOP,1,1
NYOP,1,1
NYOP,1,3
NYOP,1,1
NYOP,1,1
NYOP,1,0.93
NYOP,1,0.93
NYOP,1,1.75
NYOP,1,1
NYOP,1,0.5
NYOP,1,1
NYOP,1,1
NYOP,1,1
NYOP,1,0.25
NYOP,1,2
NYOP,1,1
NYOP,1,3
NYOP,4,4
NYOP,1,0.01
NYOP,1,1
NYOP,2,2
NYOP,2,0.9
NYOP,1,0.01
NYOP,1,1.56
NYOP,1,0.01
NYOP,1,0.01
NYOP,1,1.87
NYOP,1,1.35
NYOP,1,1.47
NYOP,1,1.87
NYOP,1,0.93
NYOP,2,0.8
NYOP,1,1.87
NYOP,1,4.69
NYOP,1,0.93
NYOP,3,1.5
NYOP,1,0.01
NYOP,1,0.25
NYOP,1,0.93
NYOP,2,1.86
NYOP,1,4.69
NYOP,1,0.93
NYOP,1,0.01
NYOP,1,0.01
NYOP,4,0.04
NYOP,1,0.01
NYOP,2,0.22
NYOP,1,0.01
NYOP,1,0.1
NYOP,4,4
NYOP,1,0.01
NYOP,1,4.69
NYOP,1,1.87
NYOP,1,0.93
NYOP,1,0.09
NYOP,1,0.46
NYOP,1,0.47
NYOP,1,0.23
NYOP,1,0.23
NYOP,1,3
NYOP,1,1
NYOP,1,1.87
NYOP,3,2.79
NYOP,2,0.94
NYOP,1,0.47
NYOP,1,0.48
NYOP,1,0.93
NYOP,1,0.46
NYOP,1,0.09
NYOP,1,0.46
NYOP,1,0.47
NYOP,3,2.79
NYOP,1,0.94
NYOP,1,0.01
NYOP,1,0.93
NYOP,1,0.93
NYOP,1,0.93
NYOP,1,2
NYOP,1,1
NYOP,1,0.01
NYOP,1,0.93
NYOP,1,0.93
NYOP,1,0.93
NYOP,2,1.86
NYOP,3,4.74
NYOP,2,0.06
NYOP,1,0.04
NYOP,1,4.69
NYOP,1,0.93
NYOP,1,4.69
NYOP,2,1.86
NYOP,2,4.68
NYOP,1,0.01
NYOP,1,0.01
NYOP,2,0.46
NYOP,1,0.93
NYOP,1,0.93
NYOP,2,1.86
NYOP,4,3.76
NYOP,1,0.93
NYOP,2,3.74
NYOP,1,0.93
NYOP,1,0.01
NYOP,1,0.01
NYOP,1,0.3
NYOP,2,0.66
NYOP,1,0.93
NYOP,1,1.87
NYOP,1,0.46
NYOP,2,0.06
NYOP,1,0.07
NYOP,2,0.16
NYOP,1,0.15
NYOP,1,0.23
NYOP,2,0.02
NYOP,2,0.02
NYOP,1,0.93
NYOP,1,0.01
NYOP,2,1.86
NYOP,1,0.01
NYOP,2,1.86
NYOP,1,0.94
NYOP,1,0.93
NYOP,4,6
NYOP,6,1.8
NYOP,1,0.93
NYOP,3,4.5
NYOP,2,0.46
NYOP,2,0.96
NYOP,1,0.93
NYOP,1,0.94
NYOP,1,0.93
NYOP,1,0.93
NYOP Charity,1,7
NYOP Charity,1,7.5
NYOP Charity,1,10
NYOP Charity,1,5
NYOP Charity,1,20
NYOP Charity,2,20
NYOP Charity,2,20
NYOP Charity,2,20
NYOP Charity,2,20
NYOP Charity,1,6
NYOP Charity,1,8
NYOP Charity,1,2
NYOP Charity,1,5
NYOP Charity,1,5
NYOP Charity,1,5
NYOP Charity,1,6
NYOP Charity,1,15
NYOP Charity,1,4.7
NYOP Charity,1,10
NYOP Charity,2,20
NYOP Charity,1,2
NYOP Charity,1,9.35
NYOP Charity,1,1
NYOP Charity,1,1
NYOP Charity,1,1
NYOP Charity,1,1
NYOP Charity,1,1
NYOP Charity,1,10
NYOP Charity,1,1
NYOP Charity,1,9.5
NYOP Charity,1,2
NYOP Charity,1,2.8
NYOP Charity,1,2
NYOP Charity,1,10
NYOP Charity,1,25
NYOP Charity,3,45
NYOP Charity,1,14.05
NYOP Charity,1,2.8
NYOP Charity,1,2
NYOP Charity,2,50
NYOP Charity,1,20
NYOP Charity,1,5
NYOP Charity,1,5
NYOP Charity,1,10
NYOP Charity,1,10
NYOP Charity,1,0
NYOP Charity,1,5
NYOP Charity,2,10
NYOP Charity,1,10
NYOP Charity,1,5
NYOP Charity,1,20
NYOP Charity,1,10
NYOP Charity,1,5
NYOP Charity,1,8
NYOP Charity,1,1
NYOP Charity,2,4
NYOP Charity,1,1
NYOP Charity,1,8
NYOP Charity,1,10
NYOP Charity,1,2
NYOP Charity,1,6
NYOP Charity,1,5
NYOP Charity,1,5
NYOP Charity,1,1.4
NYOP Charity,1,1.5
NYOP Charity,1,5
NYOP Charity,1,10
NYOP Charity,2,10
NYOP Charity,1,10
NYOP Charity,4,8
NYOP Charity,1,10
NYOP Charity,1,8
NYOP Charity,1,3
NYOP Charity,2,27.9
NYOP Charity,1,24
NYOP Charity,1,8
NYOP Charity,1,9.3
NYOP Charity,1,7.51
NYOP Charity,1,10
NYOP Charity,1,5
NYOP Charity,2,18.76
NYOP Charity,1,10
NYOP Charity,1,10
NYOP Charity,2,9.38
NYOP Charity,1,3.75
NYOP Charity,1,5.6
NYOP Charity,1,2
NYOP Charity,2,7.5
NYOP Charity,1,0.93
NYOP Charity,1,9.38
NYOP Charity,1,8
NYOP Charity,1,4.69
NYOP Charity,1,5
NYOP Charity,1,0.46
NYOP Charity,1,0.47
NYOP Charity,1,1
NYOP Charity,2,8
NYOP Charity,1,5
NYOP Charity,1,14.09
NYOP Charity,1,10
NYOP Charity,1,10
NYOP Charity,1,20
NYOP Charity,1,25
NYOP Charity,1,5
NYOP Charity,1,10
NYOP Charity,1,2
NYOP Charity,1,2
NYOP Charity,1,5
NYOP Charity,1,10
NYOP Charity,1,5
NYOP Charity,1,1.86
NYOP Charity,1,5
NYOP Charity,1,2
NYOP Charity,2,10
NYOP Charity,1,5
NYOP Charity,2,9.38
NYOP Charity,1,5
NYOP Charity,1,3
NYOP Charity,1,10
NYOP Charity,1,9.38
NYOP Charity,1,10
NYOP Charity,1,10
NYOP Charity,1,8
NYOP Charity,1,10
NYOP Charity,1,6.5
NYOP Charity,1,2
NYOP Charity,1,14
NYOP Charity,1,6
NYOP Charity,1,5
NYOP Charity,1,10
NYOP Charity,1,10
NYOP Charity,1,20
NYOP Charity,2,14
NYOP Charity,1,0.75
NYOP Charity,1,10
NYOP Charity,1,2
NYOP Charity,1,20
NYOP Charity,1,2
NYOP Charity,1,3
NYOP Charity,1,5
NYOP Charity,3,3
NYOP Charity,1,3
NYOP Charity,1,0.8
NYOP Charity,2,5
NYOP Charity,1,25
NYOP Charity,1,4.69
NYOP Charity,1,5
NYOP Charity,1,2
NYOP Charity,1,2.5
NYOP Charity,1,6
NYOP Charity,2,3
NYOP Charity,1,5
NYOP Charity,1,9.38
NYOP Charity,1,1.87
NYOP Charity,1,10
NYOP Charity,1,18.87
NYOP Charity,1,1.89
NYOP Charity,1,12
NYOP Charity,1,3
NYOP Charity,2,6
NYOP Charity,1,4
NYOP Charity,1,20
NYOP Charity,1,5
NYOP Charity,1,12
NYOP Charity,1,5
NYOP Charity,2,10
NYOP Charity,1,10
NYOP Charity,1,10
NYOP Charity,1,12.95
NYOP Charity,1,15
NYOP Charity,1,0.01
NYOP Charity,1,5
NYOP Charity,1,10
NYOP Charity,1,5
NYOP Charity,1,1.5
NYOP Charity,1,20
NYOP Charity,1,1.45
NYOP Charity,1,3
NYOP Charity,1,5
NYOP Charity,1,5
NYOP Charity,2,20
NYOP Charity,2,10
NYOP Charity,1,12
NYOP Charity,1,8
NYOP Charity,1,5
NYOP Charity,1,10
NYOP Charity,1,10
NYOP Charity,1,5
NYOP Charity,1,10
NYOP Charity,1,2
NYOP Charity,1,10
NYOP Charity,2,10
NYOP Charity,1,5
NYOP Charity,1,20
NYOP Charity,2,5
NYOP Charity,1,10
NYOP Charity,1,2
NYOP Charity,2,5
NYOP Charity,1,10
NYOP Charity,2,10
NYOP Charity,1,2
NYOP Charity,1,10
NYOP Charity,1,10
NYOP Charity,1,20
NYOP Charity,1,10
NYOP Charity,1,10
NYOP Charity,1,0.46
NYOP Charity,1,0.47
NYOP Charity,1,0.93
NYOP Charity,1,2
NYOP Charity,1,4.68
NYOP Charity,1,5
NYOP Charity,1,5
NYOP Charity,1,5
NYOP Charity,1,3
NYOP Charity,1,5
NYOP Charity,1,10
NYOP Charity,1,10
NYOP Charity,1,5
NYOP Charity,1,2
NYOP Charity,1,5
NYOP Charity,1,10
NYOP Charity,1,3
NYOP Charity,1,5
NYOP Charity,1,10
NYOP Charity,1,1.87
NYOP Charity,1,5
NYOP Charity,1,16
NYOP Charity,1,10
NYOP Charity,1,5
NYOP Charity,1,3
NYOP Charity,1,0.93
NYOP Charity,1,2
NYOP Charity,1,4.69
NYOP Charity,1,2
NYOP Charity,1,2
NYOP Charity,1,10
NYOP Charity,2,5
NYOP Charity,1,1.87
NYOP Charity,1,10
NYOP Charity,1,14
NYOP Charity,1,5
NYOP Charity,1,2
NYOP Charity,1,4.69
NYOP Charity,1,15
NYOP Charity,1,3
NYOP Charity,2,2
NYOP Charity,1,10
NYOP Charity,1,1
NYOP Charity,1,2
NYOP Charity,1,2.5
NYOP Charity,1,1.87
NYOP Charity,1,5
NYOP Charity,1,10
NYOP Charity,1,1
NYOP Charity,1,0.93
NYOP Charity,1,5
NYOP Charity,1,3.95
NYOP Charity,1,5
NYOP Charity,1,3
NYOP Charity,1,1
NYOP Charity,1,3
NYOP Charity,1,2
NYOP Charity,1,5
NYOP Charity,1,10
NYOP Charity,1,1
NYOP Charity,1,1
NYOP Charity,1,10
NYOP Charity,1,2
NYOP Charity,1,5
NYOP Charity,2,10
NYOP Charity,1,0.75
NYOP Charity,1,5
NYOP Charity,1,5
NYOP Charity,1,1.5
NYOP Charity,1,10
NYOP Charity,1,2
NYOP Charity,1,5
NYOP Charity,1,5
NYOP Charity,1,5
NYOP Charity,1,10
NYOP Charity,1,1.86
NYOP Charity,1,2
NYOP Charity,1,14
NYOP Charity,1,4.5
NYOP Charity,1,10
NYOP Charity,1,4.5
NYOP Charity,1,10
NYOP Charity,1,5
NYOP Charity,1,5
NYOP Charity,1,2
NYOP Charity,1,2
NYOP Charity,1,0.75
NYOP Charity,1,30
NYOP Charity,1,4
NYOP Charity,1,4
NYOP Charity,1,8
NYOP Charity,1,3
NYOP Charity,2,10
NYOP Charity,1,2
NYOP Charity,1,12.95
NYOP Charity,1,15
NYOP Charity,1,20
NYOP Charity,1,5
NYOP Charity,1,5
NYOP Charity,1,5
NYOP Charity,1,7
NYOP Charity,1,3
NYOP Charity,1,2
NYOP Charity,1,5
NYOP Charity,1,6
NYOP Charity,5,5
NYOP Charity,1,10
NYOP Charity,1,5
NYOP Charity,1,15
NYOP Charity,1,5
NYOP Charity,1,10
NYOP Charity,1,5
NYOP Charity,1,6
NYOP Charity,1,10
NYOP Charity,1,2.25
NYOP Charity,1,5
NYOP Charity,1,2
NYOP Charity,1,10
NYOP Charity,1,2.35
NYOP Charity,1,10
NYOP Charity,1,8
NYOP Charity,1,10
NYOP Charity,2,16
NYOP Charity,1,1
NYOP Charity,1,7
NYOP Charity,1,9
NYOP Charity,1,10
NYOP Charity,1,1.75
NYOP Charity,1,6
NYOP Charity,1,7
NYOP Charity,1,2
NYOP Charity,1,10
NYOP Charity,1,5
NYOP Charity,1,15
NYOP Charity,1,15
NYOP Charity,1,3
NYOP Charity,1,10
NYOP Charity,2,2
NYOP Charity,1,10
NYOP Charity,1,10
NYOP Charity,2,2
NYOP Charity,2,5
NYOP Charity,1,5
NYOP Charity,1,10
NYOP Charity,1,2
NYOP Charity,1,4
NYOP Charity,1,9.25
NYOP Charity,1,5
NYOP Charity,1,1
NYOP Charity,1,10
NYOP Charity,1,15
NYOP Charity,1,1
NYOP Charity,1,7
NYOP Charity,2,8
NYOP Charity,1,5
NYOP Charity,1,10
NYOP Charity,1,5
NYOP Charity,1,6
NYOP Charity,1,1.7
NYOP Charity,1,2
NYOP Charity,1,7.25
NYOP Charity,1,2
NYOP Charity,2,3
NYOP Charity,2,10
NYOP Charity,1,2
NYOP Charity,1,5
NYOP Charity,1,3
NYOP Charity,2,10
NYOP Charity,1,5
NYOP Charity,1,5
NYOP Charity,1,3
NYOP Charity,1,2
NYOP Charity,1,2
NYOP Charity,2,10
NYOP Charity,1,5
NYOP Charity,1,1
NYOP Charity,1,11
NYOP Charity,1,5
NYOP Charity,1,5
NYOP Charity,1,5
NYOP Charity,1,1
NYOP Charity,1,3
NYOP Charity,1,5
NYOP Charity,1,9
NYOP Charity,2,24
NYOP Charity,1,2
NYOP Charity,1,2
NYOP Charity,1,2.5
NYOP Charity,1,3
NYOP Charity,1,9
NYOP Charity,1,20
NYOP Charity,1,20
NYOP Charity,1,2.5
NYOP Charity,1,20
NYOP Charity,1,1
NYOP Charity,1,1
NYOP Charity,2,0.02
NYOP Charity,2,4
NYOP Charity,1,5
NYOP Charity,2,13
NYOP Charity,1,1
NYOP Charity,1,4
NYOP Charity,1,5
NYOP Charity,1,10
NYOP Charity,1,2
NYOP Charity,1,4
NYOP Charity,1,6
NYOP Charity,1,10
NYOP Charity,3,15
NYOP Charity,1,2
NYOP Charity,1,3.5
NYOP Charity,1,4
NYOP Charity,1,0.94
NYOP Charity,1,0.8
NYOP Charity,1,0.8
NYOP Charity,2,4.5
NYOP Charity,1,1
NYOP Charity,1,5
NYOP Charity,1,6
NYOP Charity,2,12
NYOP Charity,1,2
NYOP Charity,1,0.25
NYOP Charity,2,9
NYOP Charity,1,0.25
NYOP Charity,1,0.04
NYOP Charity,1,0.23
NYOP Charity,2,20
NYOP Charity,1,5
NYOP Charity,1,5
NYOP Charity,1,9.38
NYOP Charity,1,1.8
NYOP Charity,4,1.8
NYOP Charity,1,2
NYOP Charity,1,2
NYOP Charity,1,5
NYOP Charity,1,10
NYOP Charity,2,4.64
NYOP Charity,1,4.85
NYOP Charity,1,5
NYOP Charity,1,2
NYOP Charity,1,6
NYOP Charity,1,6
NYOP Charity,1,10
NYOP Charity,1,10
NYOP Charity,1,5
NYOP Charity,1,18.5
NYOP Charity,1,15
NYOP Charity,1,15
NYOP Charity,1,1
NYOP Charity,1,2
NYOP Charity,2,17
NYOP Charity,1,20
NYOP Charity,2,4
NYOP Charity,1,3
NYOP Charity,1,4
NYOP Charity,1,4
NYOP Charity,1,4.69
NYOP Charity,1,5
NYOP Charity,1,15
NYOP Charity,2,4.68
NYOP Charity,1,10
NYOP Charity,1,4.69
NYOP Charity,1,4.69
NYOP Charity,1,5
NYOP Charity,1,14.09
NYOP Charity,1,10
NYOP Charity,1,5
NYOP Charity,2,1
NYOP Charity,1,5
NYOP Charity,1,8
NYOP Charity,1,1.9
NYOP Charity,1,15
NYOP Charity,1,10
NYOP Charity,1,5
NYOP Charity,1,4.69
NYOP Charity,1,10
NYOP Charity,1,5
NYOP Charity,1,0.93
NYOP Charity,3,3
NYOP Charity,1,10
NYOP Charity,1,1
NYOP Charity,2,4
NYOP Charity,1,4.69
NYOP Charity,1,5
NYOP Charity,1,1.87
NYOP Charity,1,2.83
NYOP Charity,1,2.81
NYOP Charity,2,20
NYOP Charity,1,5
NYOP Charity,1,0.93
NYOP Charity,1,3
NYOP Charity,1,0.93
NYOP Charity,1,3
NYOP Charity,1,4.69
NYOP Charity,1,4.69
NYOP Charity,1,0.93
NYOP Charity,2,5.6
NYOP Charity,2,0.94
NYOP Charity,1,4.69
NYOP Charity,1,0.93
NYOP Charity,1,9.38
NYOP Charity,1,4.69
NYOP Charity,1,0.93
NYOP Charity,1,0.75
NYOP Charity,1,0.93
NYOP Charity,1,5
NYOP Charity,2,20
NYOP Charity,1,5
NYOP Charity,2,10
NYOP Charity,5,5
NYOP Charity,1,4.69
NYOP Charity,1,3.8
NYOP Charity,2,4
NYOP Charity,1,4.69
NYOP Charity,1,4
NYOP Charity,1,6
NYOP Charity,1,1.87
NYOP Charity,1,1.87
NYOP Charity,1,1.87
NYOP Charity,2,20
NYOP Charity,1,1
NYOP Charity,1,4.69
NYOP Charity,1,1.87
NYOP Charity,1,9.38
NYOP Charity,1,5
NYOP Charity,1,0.93
NYOP Charity,1,1.87
NYOP Charity,1,10
NYOP Charity,1,5
NYOP Charity,1,5
NYOP Charity,1,0.93
NYOP Charity,1,0.93
NYOP Charity,2,4.68
NYOP Charity,1,10
NYOP Charity,1,0.8
NYOP Charity,1,9.38
NYOP Charity,2,9.38
NYOP Charity,1,1.87
NYOP Charity,1,1
NYOP Charity,1,0.14
NYOP Charity,1,9.38
NYOP Charity,1,4.69
NYOP Charity,2,20
NYOP Charity,1,1
NYOP Charity,1,1.87
NYOP Charity,2,9.38
NYOP Charity,1,5
NYOP Charity,1,1.17
NYOP Charity,1,20
NYOP Charity,1,18.77
NYOP Charity,1,18.77
NYOP Charity,2,10
NYOP Charity,1,0.93
NYOP Charity,1,5
NYOP Charity,1,4.69
NYOP Charity,1,0.1
NYOP Charity,3,0.3
NYOP Charity,1,9.39
NYOP Charity,1,3.39
NYOP Charity,1,20
NYOP Charity,2,10
NYOP Charity,1,9.39
NYOP Charity,1,4.69
NYOP Charity,1,0.93
NYOP Charity,1,4.69
NYOP Charity,1,5
NYOP Charity,1,6
NYOP Charity,1,4.69
NYOP Charity,1,8
NYOP Charity,1,20
NYOP Charity,1,4.69
NYOP Charity,1,4.69
NYOP Charity,1,5
NYOP Charity,1,18.77
NYOP Charity,1,9.38
NYOP Charity,2,0.92
NYOP Charity,1,4.69
NYOP Charity,1,4.69
NYOP Charity,1,6
NYOP Charity,1,10
NYOP Charity,1,0.01
NYOP Charity,1,8
NYOP Charity,1,4.69
NYOP Charity,1,4.69
NYOP Charity,1,4.69
NYOP Charity,2,9.38
NYOP Charity,1,10
NYOP Charity,1,5
NYOP Charity,1,9.38
NYOP Charity,1,10
NYOP Charity,1,10
NYOP Charity,2,10
NYOP Charity,2,5
NYOP Charity,1,1
NYOP Charity,1,1
NYOP Charity,2,4.66
NYOP Charity,1,0.93
NYOP Charity,1,4.69
NYOP Charity,2,9.38
NYOP Charity,1,0.93
NYOP Charity,1,4.69
NYOP Charity,2,18.78
NYOP Charity,1,0.93
NYOP Charity,1,9.38
NYOP Charity,1,9.38
NYOP Charity,1,4.69
NYOP Charity,2,9.38
NYOP Charity,2,9.38
NYOP Charity,1,5
NYOP Charity,1,9.38
NYOP Charity,2,4.66
NYOP Charity,1,5
NYOP Charity,1,4.69
NYOP Charity,1,4.69
NYOP Charity,1,0.93
NYOP Charity,1,1
NYOP Charity,1,4.69
NYOP Charity,2,15
NYOP Charity,1,1.87
NYOP Charity,1,10
NYOP Charity,1,6
NYOP Charity,1,1.87
NYOP Charity,1,2
NYOP Charity,1,9.38
NYOP Charity,1,4.69
NYOP Charity,1,6
NYOP Charity,1,10
NYOP Charity,1,1.87
NYOP Charity,1,0.93
NYOP Charity,2,5
NYOP Charity,1,5
NYOP Charity,1,5
NYOP Charity,1,20
NYOP Charity,1,2
NYOP Charity,1,0.93
NYOP Charity,1,4.69
NYOP Charity,1,37.55
NYOP Charity,1,9.38
NYOP Charity,1,4.69
NYOP Charity,1,4.69
NYOP Charity,1,20
NYOP Charity,1,4.69
NYOP Charity,1,5
NYOP Charity,1,5
NYOP Charity,1,4.69
NYOP Charity,1,0.93
NYOP Charity,1,9.38
NYOP Charity,2,14
