Condition,Number,Price
NYOP Charity,1,18.5
NYOP Charity,2,9.38
NYOP Charity,1,9.38
NYOP Charity,1,6
NYOP Charity,2,15
NYOP Charity,1,1.87
NYOP Charity,2,5
NYOP Charity,2,1.86
NYOP Charity,3,6
NYOP Charity,1,4.69
NYOP Charity,1,1.87
NYOP Charity,1,10
NYOP Charity,1,20
NYOP Charity,1,0.93
NYOP Charity,1,2
NYOP Charity,1,5.63
NYOP Charity,1,1
NYOP Charity,1,1.87
NYOP Charity,1,0.93
NYOP Charity,1,0.93
NYOP Charity,1,4
NYOP Charity,3,9.36
NYOP Charity,1,6
NYOP Charity,1,20
NYOP Charity,2,2
NYOP Charity,3,14.07
NYOP Charity,1,4.69
NYOP Charity,1,5
NYOP Charity,1,5
NYOP Charity,1,5
NYOP Charity,1,10
NYOP Charity,1,18.77
NYOP Charity,1,9.38
NYOP Charity,1,10
NYOP Charity,1,4.69
NYOP Charity,1,0.25
NYOP Charity,1,3
NYOP Charity,1,10
NYOP Charity,1,5
NYOP Charity,1,4.69
NYOP Charity,1,1
NYOP Charity,1,4.69
NYOP Charity,1,0.93
NYOP Charity,1,1
NYOP Charity,1,1.87
NYOP Charity,1,1.87
NYOP Charity,1,2.81
NYOP Charity,1,0.93
NYOP Charity,1,1.87
NYOP Charity,1,5
NYOP Charity,1,4.69
NYOP Charity,1,4.69
NYOP Charity,1,2
NYOP Charity,1,11
NYOP Charity,1,2.75
NYOP Charity,1,4.69
NYOP Charity,1,5
NYOP Charity,2,10
NYOP Charity,1,1
NYOP Charity,1,2
NYOP Charity,1,4.69
NYOP Charity,1,10
NYOP Charity,1,2
NYOP Charity,1,20
NYOP Charity,1,5
NYOP Charity,2,15
NYOP Charity,1,10
NYOP Charity,1,1.87
NYOP Charity,1,4.69
NYOP Charity,1,1.87
NYOP Charity,2,14
NYOP Charity,1,9.38
NYOP Charity,1,2
NYOP Charity,2,4
NYOP Charity,1,5
NYOP Charity,1,0.25
NYOP Charity,2,10
NYOP Charity,1,0.93
NYOP Charity,1,2.93
NYOP Charity,1,0.93
NYOP Charity,1,1.4
NYOP Charity,1,2.62
NYOP Charity,1,5
NYOP Charity,1,5
NYOP Charity,1,0.22
NYOP Charity,1,2
NYOP Charity,1,2
NYOP Charity,2,20
NYOP Charity,1,1
NYOP Charity,6,0.96
NYOP Charity,1,1.25
NYOP Charity,1,9.38
NYOP Charity,1,5
NYOP Charity,1,10
NYOP Charity,1,20
NYOP Charity,1,5
NYOP Charity,1,2
NYOP Charity,1,9.38
NYOP Charity,2,5
NYOP Charity,2,5
NYOP Charity,1,0.01
NYOP Charity,1,2.83
NYOP Charity,3,9.99
NYOP Charity,1,1.87
NYOP Charity,1,1.87
NYOP Charity,2,1.86
NYOP Charity,2,20
NYOP Charity,1,10
NYOP Charity,1,10
NYOP Charity,1,10
NYOP Charity,1,1
NYOP Charity,1,10
NYOP Charity,1,10
NYOP Charity,1,0.93
NYOP Charity,2,4
NYOP Charity,1,4.69
NYOP Charity,1,2.2
NYOP Charity,1,5
NYOP Charity,2,9.38
NYOP Charity,1,10
NYOP Charity,1,5
NYOP Charity,1,18.77
NYOP Charity,1,5
NYOP Charity,1,10
NYOP Charity,2,5
NYOP Charity,1,4
NYOP Charity,1,4.69
NYOP Charity,1,4
NYOP Charity,2,20
NYOP Charity,1,0.01
NYOP Charity,1,4.69
NYOP Charity,2,20
NYOP Charity,1,0.93
NYOP Charity,1,10
NYOP Charity,1,9.38
NYOP Charity,1,15
NYOP Charity,1,4.69
NYOP Charity,1,0.93
NYOP Charity,3,3
NYOP Charity,1,4.69
NYOP Charity,1,5
NYOP Charity,1,4.69
NYOP Charity,1,4.69
NYOP Charity,1,13
NYOP Charity,1,0.93
NYOP Charity,1,0.93
NYOP Charity,1,9.39
NYOP Charity,2,20
NYOP Charity,1,0.01
NYOP Charity,1,4.69
NYOP Charity,1,0.93
NYOP Charity,1,6
NYOP Charity,1,4
NYOP Charity,2,4
NYOP Charity,1,9.39
NYOP Charity,1,4.69
NYOP Charity,2,5
NYOP Charity,1,0.93
NYOP Charity,1,0.93
NYOP Charity,1,1.87
NYOP Charity,1,4.69
NYOP Charity,2,5
NYOP Charity,2,5
NYOP Charity,2,3.4
NYOP Charity,1,9.38
NYOP Charity,2,9.38
NYOP Charity,1,3
NYOP Charity,6,22.5
NYOP Charity,1,9.38
NYOP Charity,1,9.38
NYOP Charity,1,9.38
NYOP Charity,1,4.69
NYOP Charity,4,5.6
NYOP Charity,1,0.23
NYOP Charity,1,1.87
NYOP Charity,1,1.87
NYOP Charity,5,10
NYOP Charity,2,4
NYOP Charity,2,4
NYOP Charity,1,0.93
NYOP Charity,1,1.87
NYOP Charity,1,2
NYOP Charity,2,20
NYOP Charity,4,14.08
NYOP Charity,1,0.93
NYOP Charity,1,1.87
NYOP Charity,1,4.69
NYOP Charity,1,9.39
NYOP Charity,1,10
NYOP Charity,1,4.69
NYOP Charity,1,4.69
NYOP Charity,1,4.69
NYOP Charity,1,4.69
NYOP Charity,1,4.69
NYOP Charity,1,4.69
NYOP Charity,1,9.38
NYOP Charity,1,4.69
NYOP Charity,4,3
NYOP Charity,2,0.6
NYOP Charity,1,2
NYOP Charity,1,5
NYOP Charity,1,4.69
NYOP Charity,2,5
NYOP Charity,1,5
NYOP Charity,1,1
NYOP Charity,1,1.87
NYOP Charity,1,4
NYOP Charity,1,5
NYOP Charity,1,7
NYOP Charity,1,0.93
NYOP Charity,1,0.93
NYOP Charity,1,1.87
NYOP Charity,2,7
NYOP Charity,1,1.87
NYOP Charity,1,10
NYOP Charity,1,0.16
NYOP Charity,1,2
NYOP Charity,1,1
NYOP Charity,1,0.93
NYOP Charity,1,1.87
NYOP Charity,1,2
NYOP Charity,2,4
NYOP Charity,1,9.39
NYOP Charity,3,15
NYOP Charity,1,9.39
NYOP Charity,1,4.69
NYOP Charity,1,9.39
NYOP Charity,1,3
NYOP Charity,1,4.69
NYOP Charity,1,0.93
NYOP Charity,1,5
NYOP Charity,4,3.72
NYOP Charity,1,4.69
NYOP Charity,1,5
NYOP Charity,1,10
NYOP Charity,1,14
NYOP Charity,1,5
NYOP Charity,1,2.6
NYOP Charity,1,4
NYOP Charity,1,3
NYOP Charity,1,3
NYOP Charity,1,3.75
NYOP Charity,1,3
NYOP Charity,2,9.38
NYOP Charity,1,11.25
NYOP Charity,1,3
NYOP Charity,1,1.87
NYOP Charity,1,4.69
NYOP Charity,1,9.38
NYOP Charity,4,0.2
NYOP Charity,1,0.93
NYOP Charity,1,5
NYOP Charity,1,5
NYOP Charity,1,5
NYOP Charity,1,5
NYOP Charity,2,3.74
NYOP Charity,2,4.68
NYOP Charity,1,1
NYOP Charity,1,1.87
NYOP Charity,1,0.01
NYOP Charity,1,9.39
NYOP Charity,2,3.74
NYOP Charity,2,1
NYOP Charity,1,1.87
NYOP Charity,1,1
NYOP Charity,1,1
NYOP Charity,1,1
NYOP Charity,1,5
NYOP Charity,1,9.38
NYOP Charity,4,6.56
NYOP Charity,1,4.69
NYOP Charity,1,3
NYOP Charity,1,0.93
NYOP Charity,1,9.38
NYOP Charity,2,1.86
NYOP Charity,1,4
NYOP Charity,1,5
NYOP Charity,1,5
NYOP Charity,1,4.69
NYOP Charity,1,8
NYOP Charity,1,9.38
NYOP Charity,1,9.38
NYOP Charity,1,10
NYOP Charity,1,10
NYOP Charity,1,4
NYOP Charity,1,5
NYOP Charity,1,1
NYOP Charity,1,30
NYOP Charity,1,4.69
NYOP Charity,3,15
NYOP Charity,1,6
NYOP Charity,1,1
NYOP Charity,1,1
NYOP Charity,1,4.69
NYOP Charity,1,5
NYOP Charity,1,3
NYOP Charity,1,1
NYOP Charity,1,1.87
NYOP Charity,1,10
NYOP Charity,1,0.93
NYOP Charity,1,9.38
NYOP Charity,1,2.75
NYOP Charity,1,5
NYOP Charity,1,4.69
NYOP Charity,1,5
NYOP Charity,3,15
NYOP Charity,1,1.87
NYOP Charity,1,0.01
NYOP Charity,2,2
NYOP Charity,1,0.93
NYOP Charity,1,9.38
NYOP Charity,2,10
NYOP Charity,1,1.87
NYOP Charity,4,2.8
NYOP Charity,1,8
NYOP Charity,1,20
NYOP Charity,1,9.38
NYOP Charity,1,3.75
NYOP Charity,1,4.69
NYOP Charity,1,4.69
NYOP Charity,1,4.69
NYOP Charity,1,9.38
NYOP Charity,2,9.38
NYOP Charity,1,4.69
NYOP Charity,2,9.38
NYOP Charity,1,1.87
NYOP Charity,1,4.69
NYOP Charity,1,5.63
NYOP Charity,1,9.38
NYOP Charity,1,14.09
NYOP Charity,1,9.38
NYOP Charity,1,14.09
NYOP Charity,1,1.87
NYOP Charity,1,5
NYOP Charity,2,30
NYOP Charity,1,12.95
NYOP Charity,1,12.95
NYOP Charity,1,15
NYOP Charity,2,20
NYOP Charity,3,18
NYOP Charity,1,15
NYOP Charity,1,12.2
NYOP Charity,1,12.95
NYOP Charity,2,20
NYOP Charity,1,4.69
NYOP Charity,1,10
NYOP Charity,1,12.95
NYOP Charity,1,10
NYOP Charity,1,12.95
NYOP Charity,1,12.95
NYOP Charity,1,12.95
NYOP Charity,1,12.95
NYOP Charity,1,9.39
NYOP Charity,1,5
NYOP Charity,1,4.69
NYOP Charity,1,5
NYOP Charity,1,5
NYOP Charity,1,4.69
NYOP Charity,1,7
NYOP Charity,3,9.99
NYOP Charity,1,20
NYOP Charity,1,6
NYOP Charity,1,12.95
NYOP Charity,1,0.93
NYOP Charity,1,12.95
NYOP Charity,1,0.93
NYOP Charity,1,12.95
NYOP Charity,2,9.38
NYOP Charity,1,14.09
NYOP Charity,3,5.61
NYOP Charity,1,4.69
NYOP Charity,2,18.76
NYOP Charity,1,4.69
NYOP Charity,1,9.38
NYOP Charity,2,10
NYOP Charity,1,9.38
NYOP Charity,1,5
NYOP Charity,2,18.76
NYOP Charity,1,4.69
NYOP Charity,1,5
NYOP Charity,1,9.38
NYOP Charity,1,4.69
NYOP Charity,2,9.38
NYOP Charity,1,20
NYOP Charity,3,14.07
NYOP Charity,2,8
NYOP Charity,1,6.69
NYOP Charity,1,12
NYOP Charity,1,4.69
NYOP Charity,2,6.78
NYOP Charity,4,18.76
NYOP Charity,1,20
NYOP Charity,1,0.93
NYOP Charity,1,7.69
NYOP Charity,1,9.38
NYOP Charity,1,8
NYOP Charity,1,1.87
NYOP Charity,2,10
NYOP Charity,1,3.75
NYOP Charity,1,9.38
NYOP Charity,1,1.87
NYOP Charity,1,3.75
NYOP Charity,1,4.69
NYOP Charity,1,4.69
NYOP Charity,1,4.69
NYOP Charity,1,9.38
NYOP Charity,1,4
NYOP Charity,1,0.05
NYOP Charity,1,1.87
NYOP Charity,1,2.84
NYOP Charity,1,0.93
NYOP Charity,1,1.87
NYOP Charity,2,3.74
NYOP Charity,1,2
NYOP Charity,1,2
NYOP Charity,2,18.76
NYOP Charity,2,10
NYOP Charity,1,4
NYOP Charity,1,9.38
NYOP Charity,2,13
NYOP Charity,1,4.69
NYOP Charity,1,5
NYOP Charity,1,5
NYOP Charity,2,9.38
NYOP Charity,1,1
NYOP Charity,1,4.69
NYOP Charity,1,10
NYOP Charity,2,2
NYOP Charity,1,1
NYOP Charity,1,2.89
NYOP Charity,1,1
NYOP Charity,1,18.78
NYOP Charity,1,5
NYOP Charity,1,7
NYOP Charity,2,9.38
NYOP Charity,1,6
NYOP Charity,1,1.87
NYOP Charity,1,10
NYOP Charity,4,16
NYOP Charity,1,1.87
NYOP Charity,2,20
NYOP Charity,1,1
NYOP Charity,1,4.69
NYOP Charity,1,5
NYOP Charity,3,14.07
NYOP Charity,1,9.38
NYOP Charity,2,1
NYOP Charity,1,0.93
NYOP Charity,1,1
NYOP Charity,1,5
NYOP Charity,1,0.23
NYOP Charity,1,2.87
NYOP Charity,2,7
NYOP Charity,1,4.69
NYOP Charity,2,5.62
NYOP Charity,2,12
NYOP Charity,2,20
NYOP Charity,1,2
NYOP Charity,1,10
NYOP Charity,1,5.63
NYOP Charity,1,10
NYOP Charity,1,7.04
NYOP Charity,1,7.04
NYOP Charity,1,12.95
NYOP Charity,1,9.38
NYOP Charity,1,10
NYOP Charity,2,5
NYOP Charity,1,14.09
NYOP Charity,2,16
NYOP Charity,1,4.69
NYOP Charity,1,4.7
NYOP Charity,1,10
NYOP Charity,1,10
NYOP Charity,1,18.78
NYOP Charity,1,9.38
NYOP Charity,1,20
NYOP Charity,1,9.39
NYOP Charity,1,1.87
NYOP Charity,1,2.81
NYOP Charity,1,4.69
NYOP Charity,2,20
NYOP Charity,1,9.38
NYOP Charity,1,9.39
NYOP Charity,1,10
NYOP Charity,1,1.87
NYOP Charity,1,10
NYOP Charity,2,5
NYOP Charity,1,10
NYOP Charity,1,5
NYOP Charity,1,9.38
NYOP Charity,1,10
NYOP Charity,1,9.38
NYOP Charity,1,1
NYOP Charity,1,15
NYOP Charity,1,20
NYOP Charity,2,20
NYOP Charity,1,9.38
NYOP Charity,2,5
NYOP Charity,1,2
NYOP Charity,2,4
NYOP Charity,1,2
NYOP Charity,1,4.69
NYOP Charity,1,7.5
NYOP Charity,1,9.4
NYOP Charity,1,5.63
NYOP Charity,1,9.38
NYOP Charity,1,5
NYOP Charity,1,10
NYOP Charity,1,3
NYOP Charity,1,11.26
NYOP Charity,1,3
NYOP Charity,1,1.87
NYOP Charity,1,12
NYOP Charity,2,13
NYOP Charity,1,2
NYOP Charity,1,4.69
NYOP Charity,1,4.69
NYOP Charity,1,14.09
NYOP Charity,1,0.29
NYOP Charity,2,0.64
NYOP Charity,1,0.93
NYOP Charity,1,0.29
NYOP Charity,2,0.64
NYOP Charity,1,0.93
NYOP Charity,1,2
NYOP Charity,1,0.93
NYOP Charity,1,0.93
NYOP Charity,1,10
NYOP Charity,1,2.81
NYOP Charity,1,5
NYOP Charity,1,10
NYOP Charity,1,9.38
NYOP Charity,1,20
NYOP Charity,1,0.93
NYOP Charity,1,0.93
NYOP Charity,1,4.69
NYOP Charity,1,15
NYOP Charity,1,4.69
NYOP Charity,1,20
NYOP Charity,1,2.81
NYOP Charity,1,14.09
NYOP Charity,3,0.3
NYOP Charity,1,4.69
NYOP Charity,3,15
NYOP Charity,2,25.9
NYOP Charity,1,10
NYOP Charity,1,9.38
NYOP Charity,1,0.93
NYOP Charity,1,2
NYOP Charity,1,5
NYOP Charity,3,18
NYOP Charity,1,1.87
NYOP Charity,1,12.95
NYOP Charity,2,6
NYOP Charity,1,4.69
NYOP Charity,1,5
NYOP Charity,1,14
NYOP Charity,1,0.93
NYOP Charity,1,8
NYOP Charity,1,1.87
NYOP Charity,1,5
NYOP Charity,1,1.87
NYOP Charity,1,5
NYOP Charity,1,12.95
NYOP Charity,1,9.38
NYOP Charity,1,2.81
NYOP Charity,2,4
NYOP Charity,1,4.69
NYOP Charity,1,9.38
NYOP Charity,1,4.69
NYOP Charity,1,4.69
NYOP Charity,2,20
NYOP Charity,2,18.76
NYOP Charity,1,0.93
NYOP Charity,2,6
NYOP Charity,1,9.38
NYOP Charity,1,9.38
NYOP Charity,3,0.99
NYOP Charity,1,5
NYOP Charity,1,5.5
NYOP Charity,1,1.87
NYOP Charity,1,7
NYOP Charity,1,7.25
NYOP Charity,1,4.69
NYOP Charity,1,5
NYOP Charity,1,10
NYOP Charity,1,2
NYOP Charity,1,2
NYOP Charity,1,8.45
NYOP Charity,1,1.87
NYOP Charity,2,5
NYOP Charity,1,7
NYOP Charity,3,21
NYOP Charity,1,7.16
NYOP Charity,1,4.69
NYOP Charity,1,4.69
NYOP Charity,1,5
NYOP Charity,1,0.93
NYOP Charity,1,1
NYOP Charity,1,4.69
NYOP Charity,1,6
NYOP Charity,1,1.87
NYOP Charity,2,5
NYOP Charity,1,0.93
NYOP Charity,1,0.93
NYOP Charity,1,18.78
NYOP Charity,1,0.93
NYOP Charity,1,9.38
NYOP Charity,1,12.95
NYOP Charity,2,5
NYOP Charity,1,4.69
NYOP Charity,2,9.38
NYOP Charity,3,9
NYOP Charity,3,2.7
NYOP Charity,1,1.87
NYOP Charity,1,1.87
NYOP Charity,2,10
NYOP Charity,1,12.95
NYOP Charity,1,4.69
NYOP Charity,1,5.63
NYOP Charity,1,9.38
NYOP Charity,2,5
NYOP Charity,1,4.69
NYOP Charity,1,3.75
NYOP Charity,2,5
NYOP Charity,1,7.55
NYOP Charity,1,9.38
NYOP Charity,1,10
NYOP Charity,1,2.34
NYOP Charity,1,2.35
NYOP Charity,1,1.87
NYOP Charity,1,5
NYOP Charity,1,1.63
NYOP Charity,2,4
NYOP Charity,1,0.4
NYOP Charity,2,1
NYOP Charity,2,1.5
NYOP Charity,2,2
NYOP Charity,2,4
NYOP Charity,2,25.9
NYOP Charity,1,1.87
NYOP Charity,4,4
NYOP Charity,1,9.38
NYOP Charity,1,4.69
NYOP Charity,2,3.74
NYOP Charity,1,10
NYOP Charity,1,15
NYOP Charity,3,16.89
NYOP Charity,1,4.69
NYOP Charity,1,2
NYOP Charity,1,4.69
NYOP Charity,1,1
NYOP Charity,2,3
NYOP Charity,3,6
NYOP Charity,1,0.93
NYOP Charity,1,5
NYOP Charity,2,10
NYOP Charity,1,4.69
NYOP Charity,1,4.69
NYOP Charity,1,4.7
NYOP Charity,1,0.93
NYOP Charity,2,5
NYOP Charity,1,9.38
NYOP Charity,2,1.86
NYOP Charity,1,9.38
NYOP Charity,1,9.39
NYOP Charity,1,5
NYOP Charity,4,20
NYOP Charity,1,1.87
NYOP Charity,1,4.69
NYOP Charity,1,0.23
NYOP Charity,1,4.5
NYOP Charity,2,1
NYOP Charity,1,4.69
NYOP Charity,1,4.69
NYOP Charity,1,4.69
NYOP Charity,1,1
NYOP Charity,2,6
NYOP Charity,1,4.69
NYOP Charity,1,1.87
NYOP Charity,1,10
NYOP Charity,1,6.57
NYOP Charity,1,1
NYOP Charity,1,1.4
NYOP Charity,1,4.69
NYOP Charity,3,2.79
NYOP Charity,2,20
NYOP Charity,1,5
NYOP Charity,1,4.69
NYOP Charity,1,5
NYOP Charity,1,2.81
NYOP Charity,5,21.25
NYOP Charity,1,2.81
NYOP Charity,1,4.69
NYOP Charity,1,4.69
NYOP Charity,2,1
NYOP Charity,1,4.69
NYOP Charity,2,2
NYOP Charity,1,1
NYOP Charity,1,1.87
NYOP Charity,1,2.81
NYOP Charity,6,12
NYOP Charity,1,4.69
NYOP Charity,1,12.95
NYOP Charity,2,6
NYOP Charity,1,5
NYOP Charity,1,5.63
NYOP Charity,1,0.93
NYOP Charity,1,0.93
NYOP Charity,1,2
NYOP Charity,2,4.7
NYOP Charity,1,1
NYOP Charity,1,1
NYOP Charity,1,4.69
NYOP Charity,1,1
NYOP Charity,2,3.74
NYOP Charity,1,5
NYOP Charity,2,9.38
NYOP Charity,2,6
NYOP Charity,1,12.95
NYOP Charity,1,5
NYOP Charity,1,4.69
NYOP Charity,1,9.38
NYOP Charity,1,9.38
NYOP Charity,1,4.69
NYOP Charity,1,3.75
NYOP Charity,1,5.63
NYOP Charity,1,9.38
NYOP Charity,1,4.69
NYOP Charity,1,4.69
NYOP Charity,1,0.93
NYOP Charity,1,4.69
NYOP Charity,1,4.69
NYOP Charity,1,1
NYOP Charity,1,0.69
NYOP Charity,1,9.38
NYOP Charity,1,1.11
NYOP Charity,1,9.38
NYOP Charity,1,9.38
NYOP Charity,1,7.51
NYOP Charity,1,7.51
NYOP Charity,1,12.95
NYOP Charity,1,0.93
NYOP Charity,2,18.76
NYOP Charity,1,3.75
NYOP Charity,1,4.69
NYOP Charity,2,9.2
NYOP Charity,4,7.48
NYOP Charity,1,9.38
NYOP Charity,1,4.69
NYOP Charity,1,4.69
NYOP Charity,1,1.87
NYOP Charity,1,9.38
NYOP Charity,1,4.69
NYOP Charity,1,2
NYOP Charity,1,4.69
NYOP Charity,1,9.38
NYOP Charity,1,18.5
NYOP Charity,2,6
NYOP Charity,1,1.87
NYOP Charity,1,2
NYOP Charity,1,0.93
NYOP Charity,1,5.2
NYOP Charity,2,28
NYOP Charity,1,10
NYOP Charity,1,5
NYOP Charity,1,7.51
NYOP Charity,1,9.38
NYOP Charity,1,10
NYOP Charity,2,18.76
NYOP Charity,3,9
NYOP Charity,1,4.69
NYOP Charity,2,6
NYOP Charity,2,11.26
NYOP Charity,1,6.57
NYOP Charity,1,2
NYOP Charity,1,12.95
NYOP Charity,1,0.93
NYOP Charity,2,18.76
NYOP Charity,3,1.5
NYOP Charity,2,1
NYOP Charity,2,3.74
NYOP Charity,1,0.93
NYOP Charity,1,3
NYOP Charity,1,4.69
NYOP Charity,1,9.38
NYOP Charity,1,4.69
NYOP Charity,1,4.69
NYOP Charity,1,4.69
NYOP Charity,1,1.87
NYOP Charity,2,25.9
NYOP Charity,1,20
NYOP Charity,1,0.93
NYOP Charity,1,0.93
NYOP Charity,1,6
NYOP Charity,1,4.69
NYOP Charity,1,4.69
NYOP Charity,1,0.93
NYOP Charity,1,9.38
NYOP Charity,1,1
NYOP Charity,1,0.93
NYOP Charity,1,9.38
NYOP Charity,1,1.87
